file,NIQE,BRISQUE,PIQE,Blockiness,Sharpness,Grad,Score
nlm.png,5.436440851175903,40.55682373046875,40.770381927490234,0.0005276957526803017,90.59115383018637,37.95524978637695,0.68971896
input.png,5.706141078165739,40.57440185546875,38.28884506225586,0.0005315933376550674,90.87672707808417,38.08732604980469,0.6810115
best.png,9.229878979725644,47.99530029296875,82.4315185546875,-0.0013660881668329239,110.70953411027133,34.996578216552734,0.6529459
final.png,9.229878979725644,47.99530029296875,82.4315185546875,-0.0013660881668329239,110.70953411027133,34.996578216552734,0.6529459
x_02000.png,8.867837735104432,48.05877685546875,77.32382202148438,-0.001136112492531538,106.63326732610467,34.867454528808594,0.64296377
wavelet.png,5.8264502770853035,41.00994873046875,40.577510833740234,0.0007127644494175911,88.81273192537226,37.8745231628418,0.6390729
x_01800.png,8.760372584074087,47.70916748046875,82.92401123046875,-0.001135038211941719,101.71166592205431,35.3755989074707,0.6343216
x_01600.png,9.16628515219257,48.37908935546875,80.86457061767578,-0.0014060563407838345,77.3590090076479,31.845947265625,0.6019894
x_01400.png,9.034088802591608,50.07440185546875,75.46170043945312,-0.001449483446776867,56.60562384543873,30.1556453704834,0.5797339
median.png,7.211061982035912,42.54608154296875,51.331756591796875,0.00036203814670443535,81.87903479248052,33.33919143676758,0.5585051
guided_only.png,6.549296546053089,44.76483154296875,69.42681884765625,0.0005393293686211109,74.94108511962828,28.84209632873535,0.49223673
guided.png,6.549296546053089,44.76483154296875,69.42681884765625,0.0005393293686211109,74.94108511962828,28.84209632873535,0.49223673
wavelet_guided.png,6.669048796776151,45.98358154296875,68.35958099365234,0.0006430814974009991,73.86449373776692,28.743940353393555,0.46539336
x_01200.png,8.860945798410818,55.65350341796875,72.57288360595703,-0.0009442302398383617,24.921573280643308,26.66094398498535,0.4349308
gaussian.png,7.133779400864995,48.62713623046875,68.64533996582031,0.00026706885546445847,28.6530148005113,30.170175552368164,0.4204569
guided_tv_unsharp.png,8.269608110659089,47.75799560546875,82.73582458496094,0.00039668427780270576,80.26800526841544,21.689836502075195,0.35946184
bilateral.png,8.331504185785988,51.65740966796875,86.7196044921875,0.0005789734423160553,96.48800390508,28.704185485839844,0.35508418
x_00600.png,8.25936719990698,60.66815185546875,41.04834747314453,-0.00019673677161335945,5.985568822239588,17.012006759643555,0.33010823
x_00200.png,8.006586641143244,58.50994873046875,48.58591079711914,-0.0001695370301604271,8.009863612897481,14.396946907043457,0.32797244
x_00800.png,8.364970977130996,61.91131591796875,41.45497131347656,-0.0001833396963775158,6.598045209532195,19.25360679626465,0.32568917
x_01000.png,8.976547810446933,60.09295654296875,69.63262939453125,-0.00041928282007575035,10.77121593937806,23.015817642211914,0.30307555
x_00400.png,9.321143842827532,54.77557373046875,37.37236404418945,-0.00013727135956287384,5.793384283059579,14.102690696716309,0.2930227
nlm_tv.png,9.21298844247494,61.11639404296875,87.51750946044922,0.0003587063401937485,59.63354984256957,22.208410263061523,0.2090911
tv.png,9.093486279943031,62.74237060546875,87.77350616455078,0.0003351022023707628,58.08337386198239,21.433385848999023,0.20400342
best_combo.png,9.047444089398892,69.02655029296875,88.51533508300781,0.0003692666068673134,81.07641337143856,19.563684463500977,0.19215147
bilateral_tv.png,9.047444089398892,69.02655029296875,88.51533508300781,0.0003692666068673134,81.07641337143856,19.563684463500977,0.19215147
tv_only.png,9.205951964369438,65.01385498046875,88.39813995361328,0.0002986243925988674,54.68846372545361,20.249618530273438,0.18029584
